,GC124670,GC124671,GC124672,GC124673,GC124674,GC124675,GC124676,GC124677,GC124678,original_tags
RIL182_00929,1284,1083,635,796,992,523,506,563,744,"fig|536231.75.peg.972|RIL182_00929   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00930,55,74,20,41,58,16,90,56,57,"fig|536231.75.peg.973|RIL182_00930   Cysteine desulfurase (EC 2.8.1.7)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00931,46,41,30,59,44,20,59,113,66,"fig|536231.75.peg.974|RIL182_00931   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00932,167,196,101,109,94,85,155,100,98,"fig|536231.75.peg.975|RIL182_00932   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00933,0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.976|RIL182_00933   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00934,95,115,25,90,58,84,135,70,142,"fig|536231.75.peg.977|RIL182_00934   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00935,5,8,7,3,3,0,50,0,24,"fig|536231.75.peg.978|RIL182_00935   FIG00669783: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00936,8142.05,7479.394,3124,7791,9807.05,3816,6290,5537,8866,"fig|536231.75.peg.979|RIL182_00936   CRISPR-associated endonuclease Cas9   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00937,1910.129,1656.254,863,2317.029,2436.078,893.432,2089.128,1810.255,3073.42,"fig|536231.75.peg.980|RIL182_00937   CRISPR-associated protein Cas1   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00938,595.871,481.746,311,684.971,761.922,193.568,332.872,345.745,585.58,"fig|536231.75.peg.981|RIL182_00938   CRISPR-associated protein Cas2   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.982   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",30,73,35,18,49,3,27,16,21,"fig|536231.75.peg.982   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.983   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",203.752,259.593,83.483,107.702,88.327,46.36,86.992,251.76,213.578,"fig|536231.75.peg.983   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.984   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",490.092,1004.322,448.557,234.305,385.266,93.53,90.246,73.351,167.919,"fig|536231.75.peg.984   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.985   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",7834.245,15674.419,6385.12,2597.263,6808.328,1657.743,488.739,729.463,1107.876,"fig|536231.75.peg.985   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.986   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",437.312,904.666,184.839,154.729,308.08,100.367,47.022,101.426,111.627,"fig|536231.75.peg.986   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00941,2163.407,1825,999,1821,1774,1197,1214.819,1316,1564,"fig|536231.75.peg.987|RIL182_00941   Sensory box/GGDEF family protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00942,525.593,490,335,210,260,179,186.181,169,398,"fig|536231.75.peg.988|RIL182_00942   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00943,5451.267,14471.092,7853,3225,7022.892,1577,133,187,287,"fig|536231.75.peg.989|RIL182_00943   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00944,299.851,323,95,252,175,354.458,73,215,266.258,"fig|536231.75.peg.990|RIL182_00944   Dihydrofolate reductase (EC 1.5.1.3)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00945,1146.153,865,321,999,851,1194.542,1746,1240,2386.742,"fig|536231.75.peg.991|RIL182_00945   Auxin efflux carrier family protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00946,13102.19,8990.821,5497,10981.419,8128.173,9816.202,10715.133,10100.238,16623.081,"fig|536231.75.peg.992|RIL182_00946   Acetolactate synthase large subunit (EC 2.2.1.6)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00947,6673.629,5492.539,3380,3556.581,3325.827,3955.798,1575.867,1744.762,2446.919,"fig|536231.75.peg.993|RIL182_00947   Acetolactate synthase small subunit (EC 2.2.1.6)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00948,1570,1185,818,1837,1429,1642,1940,2360,3277,"fig|536231.75.peg.994|RIL182_00948   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00949,996,694,165,959,1103,689,759,523,889,"fig|536231.75.peg.995|RIL182_00949   FIG145533: Methyltransferase (EC 2.1.1.-)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00950,3614,2384,1015,2767,2455,1744,5131,4796,7370,"fig|536231.75.peg.996|RIL182_00950   33 kDa chaperonin HslO   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00951,17099.818,11048.317,8745,11406,11101,8862,19147,17094,27684,"fig|536231.75.peg.997|RIL182_00951   NAD synthetase (EC 6.3.1.5) / Glutamine amidotransferase chain of NAD synthetase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00952,5438.421,3639,2593,3726,3448,2581.503,4991,4312,6367,"fig|536231.75.peg.998|RIL182_00952   Aldo/keto reductase, 4Fe-4S-containing, TM1183 family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00953,7138.621,4965,3160,4420.003,4155.267,2639,5728,6142,8050,"fig|536231.75.peg.999|RIL182_00953   Guanine deaminase (EC 3.5.4.3)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00954,12372.276,10608.665,7149,26362,19455.469,22651,7490,9124,18869,"fig|536231.75.peg.1000|RIL182_00954   PAP2 family protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00955,14005.918,11005.919,4981,15536.092,9486,11537,14405,11637,16671,"fig|536231.75.peg.1001|RIL182_00955   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00956,3268.943,2986.59,1844,3926,2978,4382.644,4535,3686,6661,"fig|536231.75.peg.1002|RIL182_00956   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00957,4,11,0,4,0,3,7,11,21,"fig|536231.75.peg.1003|RIL182_00957   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00958,85,69,26,51,31,41,250,243,256,"fig|536231.75.peg.1004|RIL182_00958   Stage V sporulation protein AD (SpoVAD)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00959,1,0,0,2,6,2,22,40,39,"fig|536231.75.peg.1005|RIL182_00959   Stage V sporulation protein AE1 (SpoVAE1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00960,3724.683,3229.148,1613.153,548,245,198,181,205.916,267.549,"fig|536231.75.peg.1006|RIL182_00960   Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) (EC 3.6.1.17)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00961,65816.74,55599.686,38330.257,10760,5279,4015,4678,4550.084,7559.451,"fig|536231.75.peg.1007|RIL182_00961   4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00962,1579,1697,316,943,1219,216,85,266,483,"fig|536231.75.peg.1008|RIL182_00962   Transcriptional regulator, IclR family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00963,2179,1584,805,1026,1057,261,245,374,361,"fig|536231.75.peg.1009|RIL182_00963   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00964,71854.762,52867.169,37138,81507.415,119341.498,42678,22831,23907,36057,"fig|536231.75.peg.1010|RIL182_00964   ATP-dependent Clp protease ATP-binding subunit ClpX   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.1011   Methyl-accepting chemotaxis sensor/transducer protein   [Roseburia intestinalis L1-82 | 536231.75]
",48,28,76,53,78,17,0,0,0,"fig|536231.75.peg.1011   Methyl-accepting chemotaxis sensor/transducer protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00965,6686,4141.49,2629,5794.61,8297,1681,1196,1287,1918,"fig|536231.75.peg.1012|RIL182_00965   Methyl-accepting chemotaxis sensor/transducer protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00966,2268,2006,898,1390,2513,699,234,269,368,"fig|536231.75.peg.1013|RIL182_00966   Methyl-accepting chemotaxis sensor/transducer protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00967,162,138,85,142,157,39,153,81,182,"fig|536231.75.peg.1014|RIL182_00967   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00968,38,20,7,29,34,10,14,1,19,"fig|536231.75.peg.1015|RIL182_00968   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.1016   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.1016   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00970,15,25,0,17,12,5,0,19,26,"fig|536231.75.peg.1017|RIL182_00970   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00971,15,39,0,0,7,5,0,0,0,"fig|536231.75.peg.1018|RIL182_00971   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00972,446,386,341,385,923,364,1426,1073,2340,"fig|536231.75.peg.1019|RIL182_00972   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00973,763.709,648,449,681,1479.182,642,5253.37,3888.009,6723.882,"fig|536231.75.peg.1020|RIL182_00973   endolysin, putative   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00974,201.079,146.361,151,169.363,427.687,161,1009.661,662.613,1218.431,"fig|536231.75.peg.1021|RIL182_00974   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00975,289.757,289.639,184,209.637,538.622,150.002,1457.969,1037.377,1797.307,"fig|536231.75.peg.1022|RIL182_00975   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00976,114.652,92.867,62,70.838,168.098,52.572,334.518,233.614,373.272,"fig|536231.75.peg.1023|RIL182_00976   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00977,142.845,118.751,98,107.162,267.412,92.426,231.482,423.217,515.107,"fig|536231.75.peg.1024|RIL182_00977   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00978,546,442.382,351,427,759,353,2745,2342.169,3563,"fig|536231.75.peg.1025|RIL182_00978   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00979,305.521,275.611,211.606,287,466.699,299.785,1260.94,1152.685,1944.049,"fig|536231.75.peg.1026|RIL182_00979   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00980,903.499,789.389,619.394,774,1523.301,758.215,3575.06,2699.315,4357.951,"fig|536231.75.peg.1027|RIL182_00980   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00981,364,384,193,263,639,400,1120,830,1137,"fig|536231.75.peg.1028|RIL182_00981   putative phage tail protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00982,626,496.537,538,413,969,613,1425,987,1753,"fig|536231.75.peg.1029|RIL182_00982   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00983,62.487,41.463,11,41,44.472,40,57.127,79,90.149,"fig|536231.75.peg.1030|RIL182_00983   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00984,295.726,320.92,154,159,446.191,242,609.873,685,945.851,"fig|536231.75.peg.1031|RIL182_00984   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00985,45.659,68.646,28,18,84.337,20,17,21,13,"fig|536231.75.peg.1032|RIL182_00985   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00986,694.96,631.44,362,472.656,901.217,560.104,2056.592,1366.084,2873.414,"fig|536231.75.peg.1033|RIL182_00986   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00987,69.888,72.994,44,56.849,138.853,111.896,306.89,267.212,287.252,"fig|536231.75.peg.1034|RIL182_00987   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00988,1780.28,1467,1352,1490.807,3026.931,1786,7184.113,5927.705,10272.341,"fig|536231.75.peg.1035|RIL182_00988   Phage tail, tail length tape-measure protein H   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00989,385,357,149,336.687,762,343,1090.216,870,1749.994,"fig|536231.75.peg.1036|RIL182_00989   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00990,636.001,588,397,626,1205,476,1677.189,1049,2457,"fig|536231.75.peg.1037|RIL182_00990   Phage tail tube protein FII   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00991,2107,1982.051,1465,1587.633,3515,1961,5099,4775,6698,"fig|536231.75.peg.1038|RIL182_00991   Phage tail sheath protein FI   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00992,630.081,503.017,358.002,385.554,1025.64,575.322,3187.816,2973.086,4639.824,"fig|536231.75.peg.1039|RIL182_00992   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00993,266.459,210.552,183.998,227.446,458.711,307.165,659.119,560.913,1015.902,"fig|536231.75.peg.1040|RIL182_00993   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00994,405.459,375.374,228,232.965,631.04,350.307,1192.303,806.406,1268.274,"fig|536231.75.peg.1041|RIL182_00994   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00995,1925.451,1681.057,1286,1896.035,3613.592,1953.206,4695.699,4099.603,5686.305,"fig|536231.75.peg.1042|RIL182_00995   Major head protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00996,320.549,270,287,305,589.969,220,1037.794,776.827,1432.204,"fig|536231.75.peg.1043|RIL182_00996   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00997,1479,1149,980,1107,2260.123,1011,6273.269,5327.165,8968.491,"fig|536231.75.peg.1044|RIL182_00997   Phage head, head-tail preconnector protease C / Phage head, scaffolding domain Nu3   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00998,1456,1101.262,879,943.901,1966.153,924,7994.048,6667.98,10274.451,"fig|536231.75.peg.1045|RIL182_00998   Phage head, portal protein B   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00999,178.189,92.366,56.883,71.521,149.501,72,323.418,231.429,422.458,"fig|536231.75.peg.1046|RIL182_00999   Phage head, head-tail joining protein W   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01000,1616.869,1127.372,866.117,715.578,1955.346,987,6535.534,4775.59,7480.091,"fig|536231.75.peg.1047|RIL182_01000   Phage head, terminase DNA packaging protein A   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01001,348,248,164,185,335,203,2027,1661,2400,"fig|536231.75.peg.1048|RIL182_01001   Phage head, terminase subunit Nu1   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01002,224,214,164,90,228,134,454,427,807,"fig|536231.75.peg.1049|RIL182_01002   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.1050   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,6,12,9,3,4,0,0,"fig|536231.75.peg.1050   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01003,116,133,48,242,186,146,865,581,789,"fig|536231.75.peg.1051|RIL182_01003   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01004,656,570,358,1119,894,546,2542,2155,3185,"fig|536231.75.peg.1052|RIL182_01004   Adenine-specific methyltransferase (EC 2.1.1.72)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01005,86,87,15,148,161,82,298.068,190.617,269.996,"fig|536231.75.peg.1053|RIL182_01005   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01006,314,330,209,887,665,448,1663.932,1395.383,2366.004,"fig|536231.75.peg.1054|RIL182_01006   Phage protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01007,312,316,150,722,502,335,1096,951,1376,"fig|536231.75.peg.1055|RIL182_01007   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01009,58.205,122.752,102,145,95,63,61,46,12,"fig|536231.75.peg.1056|RIL182_01009   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01010,167.24,159.248,126,352,247.526,214.375,748.062,544,741.943,"fig|536231.75.peg.1057|RIL182_01010   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01011,118.554,76.252,44,188,176.474,100.625,229.938,227.299,252.057,"fig|536231.75.peg.1058|RIL182_01011   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01012,98.734,106.346,63,167.735,120,97,189.427,211.701,267.499,"fig|536231.75.peg.1059|RIL182_01012   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01013,240.267,272.402,132,374.265,322,250,1414.573,1019,1628.501,"fig|536231.75.peg.1060|RIL182_01013   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01014,160.001,162,133,271.164,212,232,1030,569,1194.969,"fig|536231.75.peg.1061|RIL182_01014   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01015,194.999,195,146,383.836,286,230,1218,952,1278.353,"fig|536231.75.peg.1062|RIL182_01015   COG0030: Dimethyladenosine transferase (rRNA methylation)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01016,309,365,265,549,555,310,2335,1486,2114.678,"fig|536231.75.peg.1063|RIL182_01016   DNA replication protein dnaC   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01017,253,323,63,505,354,287,756,749,967.001,"fig|536231.75.peg.1064|RIL182_01017   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01018,157.198,156,129,259,288,193,914,656,876.999,"fig|536231.75.peg.1065|RIL182_01018   Single-stranded DNA-binding protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01019,444.802,449,391,941,651,293,1692,1547,2251,"fig|536231.75.peg.1066|RIL182_01019   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01020,435.782,370,302,988,787.823,659,2340,2107,2455,"fig|536231.75.peg.1067|RIL182_01020   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01021,39.218,49,12,81,78.177,25,81,160,117,"fig|536231.75.peg.1068|RIL182_01021   DNA-cytosine methyltransferase (EC 2.1.1.37)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01022,607,630,402,1321,898,542,2263,1567,2661,"fig|536231.75.peg.1069|RIL182_01022   DNA-cytosine methyltransferase (EC 2.1.1.37)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01023,384,384,248,834,707,491,2864,2629,3636,"fig|536231.75.peg.1070|RIL182_01023   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01024,121,153.686,83,433.825,354,168,324,275.628,474,"fig|536231.75.peg.1071|RIL182_01024   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01025,517,521.314,351,1250.175,967,575,2861,2070.372,2773,"fig|536231.75.peg.1072|RIL182_01025   DNA polymerase III alpha subunit (EC 2.7.7.7)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01026,674.613,634.714,353,1729,1408.898,833,3094.779,2358,3697.383,"fig|536231.75.peg.1073|RIL182_01026   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01027,107.387,132.286,55,222,199.101,68,655.201,441.259,474.857,"fig|536231.75.peg.1074|RIL182_01027   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01028,627.657,607,351,1595.168,1479.466,656,4549.02,3439.741,4660.438,"fig|536231.75.peg.1075|RIL182_01028   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01029,44.343,76,47,104.832,132.994,41,160,84,304.323,"fig|536231.75.peg.1076|RIL182_01029   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
