,GC124688,GC124689,GC124690,GC124691,GC124692,GC124693,GC124694,GC124695,GC124696,original_tags
RIL182_00526,56,48,64,70,69,101,346,49,119,"fig|536231.75.peg.546|RIL182_00526   ATP-binding region, ATPase-like   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00527,2,0,0,1,0,0,3,0,0,"fig|536231.75.peg.547|RIL182_00527   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00528,47,40,49,27,12,9,275,76,65,"fig|536231.75.peg.548|RIL182_00528   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00529,0,0,0,0,0,0,0,6,0,"fig|536231.75.peg.549|RIL182_00529   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.550   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",2,0,1,2,0,0,8,0,0,"fig|536231.75.peg.550   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.551   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",4,2,1,55,15,12,14,39,19,"fig|536231.75.peg.551   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00530,0,0,0,0,0,0,0,37,0,"fig|536231.75.peg.552|RIL182_00530   FIG01019976: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00531,0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.553|RIL182_00531   FIG01020345: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00532,17,22,12,26,0,0,36,10,35,"fig|536231.75.peg.554|RIL182_00532   Phage integrase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00533,2,0,0,0,0,0,0,0,0,"fig|536231.75.peg.555|RIL182_00533   FIG01020249: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00534,2,0,0,0,0,0,3,0,9,"fig|536231.75.peg.556|RIL182_00534   Site-specific recombinase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00535,0,0,0,0,0,0,0,27,0,"fig|536231.75.peg.557|RIL182_00535   FIG01020208: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00536,0,0,0,35.622,0,30.831,0,31.646,53.936,"fig|536231.75.peg.558|RIL182_00536   Transposase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00538,0,0,0,0,0,0,100.501,0,39.155,"fig|536231.75.peg.560|RIL182_00538   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00539,596,391,434,432,290,390,989,469,251,"fig|536231.75.peg.561|RIL182_00539   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00540,258,177,119,840,403,285,3540,738,856,"fig|536231.75.peg.562|RIL182_00540   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00541,17.535,5,15.001,30,9,0,39.447,16.33,20,"fig|536231.75.peg.563|RIL182_00541   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00542,78.063,68.745,37.999,58,44,6,150.553,111.944,64,"fig|536231.75.peg.564|RIL182_00542   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00543,39.402,12.255,17,6,0,10,103,22.727,12,"fig|536231.75.peg.565|RIL182_00543   Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00544,713,607,586,662,408,263,1483,438,487,"fig|536231.75.peg.566|RIL182_00544   Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00545,714,576,475,362,229,215,774,415,436,"fig|536231.75.peg.567|RIL182_00545   Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.568   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.568   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00546,1318.13,1002,990,681,838,681,2192,660,457,"fig|536231.75.peg.569|RIL182_00546   Thioredoxin reductase (EC 1.8.1.9)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.570   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",3,4,3,0,0,0,13,0,13,"fig|536231.75.peg.570   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00547,459.311,344.456,406.899,341.703,234.566,127,1733.409,354.758,493.03,"fig|536231.75.peg.571|RIL182_00547   Thioredoxin   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00548,1043.559,834.544,816.101,907.297,954.434,737,3427.591,696.242,1079.97,"fig|536231.75.peg.572|RIL182_00548   Organic hydroperoxide resistance transcriptional regulator   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00549,610,573,688,672,599,583,1288,787,426,"fig|536231.75.peg.573|RIL182_00549   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00550,558,461,599,953,506,494,2767,626,632,"fig|536231.75.peg.574|RIL182_00550   Transcriptional regulator/TPR domain protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00552,291,216,274,295,120,256,876,256,281,"fig|536231.75.peg.576|RIL182_00552   ABC transporter membrane-spanning permease - macrolide efflux   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00553,152,130,101,126,121,132,559,105,283,"fig|536231.75.peg.577|RIL182_00553   Maltose operon transcriptional repressor MalR, LacI family   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.578   4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,10,0,0,0,0,"fig|536231.75.peg.578   4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00554,1091,919,860,2868,1711,1885,1991,1683,2026,"fig|536231.75.peg.579|RIL182_00554   4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00555,3600,2903,3561,12565,11854,10516,17142,9738,10252,"fig|536231.75.peg.580|RIL182_00555   Maltodextrin ABC transporter, substrate-binding protein MdxE   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00556,427,222,301,819,485,519,2574,465,886,"fig|536231.75.peg.581|RIL182_00556   Maltodextrin ABC transporter, permease protein MdxF   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00557,348,200,251,936,507,484,2883,580,737,"fig|536231.75.peg.582|RIL182_00557   Maltodextrin ABC transporter, permease protein MdxG   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00558,0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.583|RIL182_00558   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00559,256,181,206,420,255,160,1191,281,374,"fig|536231.75.peg.584|RIL182_00559   Alpha-amylase (EC 3.2.1.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00560,1941,1407,1205,612,686,574,940,670,367,"fig|536231.75.peg.585|RIL182_00560   FIG01020339: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00561,5,5,25,42,10,15,68,30,82,"fig|536231.75.peg.586|RIL182_00561   Transcriptional regulator   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00562,0,2,1,0,9,9,24,16,0,"fig|536231.75.peg.587|RIL182_00562   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00565,162,162,151,151,117,99,91,123,59,"fig|536231.75.peg.588|RIL182_00565   glycogen debranching enzyme-related protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00566,292,148,214,104,82,90,198,122,38,"fig|536231.75.peg.589|RIL182_00566   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00567,1053,807,946,731,446,308,994,362,308,"fig|536231.75.peg.590|RIL182_00567   Iron-sulfur cluster assembly ATPase protein SufC   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00568,2062,1700,1867,1285,810,674,1588,992,731,"fig|536231.75.peg.591|RIL182_00568   Iron-sulfur cluster assembly protein SufB   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00569,52,25,27,32,12,0,27,55,0,"fig|536231.75.peg.592|RIL182_00569   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.593   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,8,0,0,0,"fig|536231.75.peg.593   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00570,145,76,89,160,97,49,1241,174,185,"fig|536231.75.peg.594|RIL182_00570   Putative predicted metal-dependent hydrolase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00571,21,2,11,13,20,20,30,0,0,"fig|536231.75.peg.595|RIL182_00571   Uncharacterized protein BT_4646   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00572,52,38,38,96,57,71,172,28,69,"fig|536231.75.peg.596|RIL182_00572   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00573,4,0,0,0,0,0,3,0,0,"fig|536231.75.peg.597|RIL182_00573   Uncharacterized protein Cphy_1044   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00574,441,320,350,454,271,355,3752,512,577,"fig|536231.75.peg.598|RIL182_00574   N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00576,2749.862,1919,1859,1910,960,1175,2403,950,655,"fig|536231.75.peg.600|RIL182_00576   CTP synthase (EC 6.3.4.2)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00577,9957.421,8652,8733,7710,5680,4792,10584,5494,5677,"fig|536231.75.peg.601|RIL182_00577   Cell division-associated, ATP-dependent zinc metalloprotease FtsH   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00578,2892,1893,2301,2076,1348,1705,11778,2604,2212,"fig|536231.75.peg.602|RIL182_00578   Excinuclease ABC subunit C   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00579,1453,1265,1600.067,1853,1323,1606,1952,616,896,"fig|536231.75.peg.603|RIL182_00579   HPr kinase/phosphorylase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00580,2035,1654,2402,2705,2383,2060,3908,1915,1657,"fig|536231.75.peg.604|RIL182_00580   Probable M18-family aminopeptidase 1 (EC 3.4.11.-)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00581,1321,1085,1430,1054,1029,1182,2086,765,634,"fig|536231.75.peg.605|RIL182_00581   UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00582,463,341,487,639,600,507,1360,370,509,"fig|536231.75.peg.606|RIL182_00582   RNase adapter protein RapZ   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00583,481,414,662,479,228,248,280,127,128,"fig|536231.75.peg.607|RIL182_00583   Sporulation transcription regulator WhiA   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00584,14,5,29,1,7,0,25,0,0,"fig|536231.75.peg.608|RIL182_00584   Catabolite repression HPr-like protein Crh   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00585,526,530,703,796,550,451,752,225,369,"fig|536231.75.peg.609|RIL182_00585   Transcription regulator [contains diacylglycerol kinase catalytic domain]   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00586,7297,4979,4725,3804,3651,3220,2966,3485,2328,"fig|536231.75.peg.610|RIL182_00586   Fructose-bisphosphate aldolase class II (EC 4.1.2.13)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00587,3969,2517,3004.706,3919,3545,2977,4574,4225,3114,"fig|536231.75.peg.611|RIL182_00587   Glutamine synthetase type III, GlnN (EC 6.3.1.2)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.612   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.612   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00588,57,30,57,88,64,51,118,93,62,"fig|536231.75.peg.613|RIL182_00588   Nitrogen regulatory protein P-II   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.614   Ammonium transporter   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,6,0,0,0,0,0,"fig|536231.75.peg.614   Ammonium transporter   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00589,53,44,36,176,86,95,280,24,135,"fig|536231.75.peg.615|RIL182_00589   Ammonium transporter   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00590,0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.616|RIL182_00590   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00591,47,37,21,11,20,41,39,98,25,"fig|536231.75.peg.617|RIL182_00591   Phage integrase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00592,82.998,34,74.821,332,124,176,249,260,231,"fig|536231.75.peg.618|RIL182_00592   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00593,150.002,125,162.179,314,209,283,475,182,85,"fig|536231.75.peg.619|RIL182_00593   UPF0332 protein MJ0605   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00594,33,48,32,54,45,0,84,74,70,"fig|536231.75.peg.620|RIL182_00594   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00595,126,120,104,146,137,106,274,145,151,"fig|536231.75.peg.621|RIL182_00595   TPR-repeat-containing protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.622   TPR-repeat-containing protein   [Roseburia intestinalis L1-82 | 536231.75]
",4,1,0,0,0,0,0,32,0,"fig|536231.75.peg.622   TPR-repeat-containing protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00596,1,0,0,0,0,0,1,0,0,"fig|536231.75.peg.623|RIL182_00596   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00597,2,0,0,0,0,0,12,16,0,"fig|536231.75.peg.624|RIL182_00597   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00598,4,0,0,2,0,0,4,0,0,"fig|536231.75.peg.625|RIL182_00598   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00599,3,0,3,0,6,0,4,9,0,"fig|536231.75.peg.626|RIL182_00599   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00600,0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.627|RIL182_00600   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00601,0,0,0,0,0,0,0,8,0,"fig|536231.75.peg.628|RIL182_00601   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.629   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.629   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00602,3959,3259,3714,2008,2073,2047,2009,1684,1381,"fig|536231.75.peg.630|RIL182_00602   Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.631   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.631   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00603,50,34,28,18,9,0,65,14,35,"fig|536231.75.peg.632|RIL182_00603   FIG000605: protein co-occurring with transport systems (COG1739)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00605,288,219,257,246,153,260,190,97,138,"fig|536231.75.peg.633|RIL182_00605   Acyl-acyl carrier protein thioesterase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00606,476.409,317.368,314.176,532.456,385,298,468.021,417,398.332,"fig|536231.75.peg.634|RIL182_00606   S1 RNA binding domain   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00607,844.591,644.632,447.824,339.544,331,402,1135.979,791,400.668,"fig|536231.75.peg.635|RIL182_00607   RidA/YER057c/UK114 superfamily protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00608,878,394,339,51,51,37,329,51,56,"fig|536231.75.peg.636|RIL182_00608   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00609,6796,4590,4444,10148,7109,5608,46288,7041,7883,"fig|536231.75.peg.637|RIL182_00609   NLP/P60 protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.638   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.638   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00610,226,222,225,166,143,103,427,137,190,"fig|536231.75.peg.639|RIL182_00610   Carbon starvation protein A   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00611,265,198,170,221,162,222,370,196,134,"fig|536231.75.peg.640|RIL182_00611   N-acetylmannosaminyltransferase (EC 2.4.1.187)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00612,390,303,279,451,247,283,421,248,256,"fig|536231.75.peg.641|RIL182_00612   Uncharacterized UPF0750 membrane protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00613,1225,885,1162,1037,715,518,729,425,626,"fig|536231.75.peg.642|RIL182_00613   Sugar diacid utilization regulator SdaR   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00614,1358,1031,1323,1788,648,749,1727,657,1425,"fig|536231.75.peg.643|RIL182_00614   Cell-division-associated, ABC-transporter-like signaling protein FtsE   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00615,580,479,495,458,455,298,1726,332,363,"fig|536231.75.peg.644|RIL182_00615   Cell-division-associated, ABC-transporter-like signaling protein FtsX   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00616,1325,1068,1167,1380,1093,1028,2743,1086,914,"fig|536231.75.peg.645|RIL182_00616   Murein hydrolase activator EnvC   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00617,1369,984,1153,1300,685,758,1659,738,862,"fig|536231.75.peg.646|RIL182_00617   Carboxyl-terminal protease   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00618,275,88,197,109,93,66,282,25,103,"fig|536231.75.peg.647|RIL182_00618   Integral membrane protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00619,2238,1662,1851,2200,1651,1506,2652,2208,1943,"fig|536231.75.peg.648|RIL182_00619   Peptide chain release factor 2   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00620,546,300,431,213,380,304,1724,682,208,"fig|536231.75.peg.649|RIL182_00620   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00621,919,947,1116,1081,956,1102,1434,643,701,"fig|536231.75.peg.650|RIL182_00621   Putative virion core protein (lumpy skin disease virus)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00622,604,607,642,995,812,956,2180,506,750,"fig|536231.75.peg.651|RIL182_00622   Primosomal protein N' (replication factor Y) - superfamily II helicase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00623,749,653,744,1400,1203,1024,2225,1063,944,"fig|536231.75.peg.652|RIL182_00623   Protein of unknown function DUF477   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00624,317,187,227,433,212,168,275,380,204,"fig|536231.75.peg.653|RIL182_00624   ACT-domain-containing protein, predicted allosteric regulator of homoserine dehydrogenase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00625,931,651,798,1838,1347,1192,1827,1581,1493,"fig|536231.75.peg.654|RIL182_00625   Homoserine dehydrogenase (EC 1.1.1.3)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00626,10,2,4,0,0,0,5,0,0,"fig|536231.75.peg.655|RIL182_00626   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00627,9,10,19,5,9,0,16,18,0,"fig|536231.75.peg.656|RIL182_00627   Conserved membrane protein YtaF   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.657   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,2,3,0,0,0,1,0,0,"fig|536231.75.peg.657   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00628,391,336,383,647,321,286,1049,543,450,"fig|536231.75.peg.658|RIL182_00628   Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00629,2178,1808,2293,1451,1061,1038,1262,1005,1074,"fig|536231.75.peg.659|RIL182_00629   Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00630,795,554,583,443,345,418,897,376,220,"fig|536231.75.peg.660|RIL182_00630   putative metal-dependent phosphohydrolase, HD region   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00631,74,47,36,39,0,0,46,72,0,"fig|536231.75.peg.661|RIL182_00631   Spore cortex-lytic enzyme, lytic transglycosylase SleB   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.662   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",12,0,1,7,0,0,18,0,0,"fig|536231.75.peg.662   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_00632,13697,8534,10919,11369,9423,8169,19651,14484,11676,"fig|536231.75.peg.663|RIL182_00632   3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)   [Roseburia intestinalis L1-82 | 536231.75]
"
